,ID,Salary,JobCity,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,ElectronicsAndSemicon,ComputerScience,MechanicalEngg,ElectricalEngg,TelecomEngg,CivilEngg,conscientiousness,agreeableness,extraversion,nueroticism,openess_to_experience
517,517,425000,HYDERABAD,f,1990-08-10,83.5,ssc,,94.2,ssc,5071,2,B.Tech/B.E.,information technology,88.2,5071.0,0,Andhra Pradesh,2012,515,475,445,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.6646,1.4368,-0.0537,0.884829999999999,0.5024
518,518,115000,Bangalore,f,1992-01-12,93.6,state board,2010.0,69.8,state board,15578,2,B.Tech/B.E.,computer science & engineering,68.57,15578.0,0,Karnataka,2014,605,485,650,0.953899775079926,365,-1,530,-1,-1,-1,-1,0.5591,1.0449,0.3174,,0.6721
519,519,230000,hyderabad(bhadurpally),f,1991-10-21,75.3,state board,2010.0,76.5,state board,16545,2,B.Tech/B.E.,computer science & engineering,72.56,16545.0,1,Telangana,2014,500,290,330,0.488347976782714,405,-1,-1,-1,-1,-1,-1,1.9953,0.7119,0.3174,0.653,0.4805
520,520,355000,Hyderabad,m,1990-09-26,75.83,ssc,,78.6,intermediate board,6345,2,B.Tech/B.E.,computer engineering,64.86,6345.0,0,Andhra Pradesh,2011,365,485,555,0.563267823666597,425,-1,-1,-1,-1,-1,-1,0.9737,0.7348,-0.1626,0.4148,-0.7615
521,521,350000,Bangalore,f,1989-02-13,84.0,state board,2006.0,69.58,state board,3076,2,MCA,computer application,79.0,3076.0,0,Tamil Nadu,2012,385,515,555,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.51,1.4368,-0.1988,-1.11277,0.4234
522,522,175000,Hyderabad,m,1991-02-04,87.0,state board,2009.0,79.9,state board,6345,2,B.Tech/B.E.,mechanical engineering,66.67,6345.0,0,Andhra Pradesh,2013,350,445,295,0.328746378624932,-1,-1,-1,346,-1,-1,-1,,-1.1196,0.4711,1.1601,0.4805
523,523,210000,Navi Mumbai,m,1992-10-25,,state board,2009.0,72.0,state board,429,2,B.Tech/B.E.,mechanical engineering,71.3,429.0,0,Uttar Pradesh,2013,640,525,400,0.654107474545933,-1,-1,-1,420,-1,-1,-1,0.7027,-0.0873,-0.0319,0.653,0.166999999999999
524,524,120000,hyderabad,m,1991-02-16,,state board,2009.0,78.5,state board,11016,2,B.Tech/B.E.,electronics and communication engineering,67.0,11016.0,1,Telangana,2013,395,420,210,0.112139438207403,305,228,-1,-1,-1,-1,-1,-0.0154,0.2124,0.01,1.5404,-0.0943
525,525,350000,Bangalore,f,1989-05-17,92.0,kerala university,2007.0,87.0,kerala university,6431,2,B.Tech/B.E.,computer engineering,70.0,6431.0,0,Kerala,2011,575,485,535,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.6646,0.5008,-0.6343,-1.2303,0.6603
526,526,200000,Lucknow,m,1991-10-23,87.0,icse,2009.0,88.0,icse,8735,2,B.Tech/B.E.,computer science & engineering,66.0,8735.0,0,Uttar Pradesh,2013,545,555,575,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.8772,-0.4536,-1.527,-0.1076,0.0973
527,527,360000,Pune,m,1992-07-09,87.88,state board,2009.0,89.0,state board,8930,2,B.Tech/B.E.,computer science & engineering,76.6,8930.0,1,Telangana,2013,510,460,680,0.930370607202691,565,-1,-1,-1,-1,-1,-1,1.4208,1.0449,0.1637,-1.6289,-1.0524
528,528,400000,-1,f,1992-01-30,,cbse,,78.0,cbse,9019,2,B.Tech/B.E.,computer engineering,78.0,9019.0,0,Haryana,2012,585,595,675,0.884122511593735,535,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.3803,1.8249,-0.2875
529,529,400000,hyderabad,m,1993-03-13,88.6,state board,,94.7,state board,5338,2,B.Tech/B.E.,computer science & engineering,75.4,5338.0,0,Andhra Pradesh,2014,465,570,520,0.911395278391328,635,-1,500,-1,-1,-1,-1,1.5644,1.2114,-0.7585,,-1.4356
530,530,380000,Bangalore,f,1989-11-14,69.4,cbse,2007.0,69.8,cbse,184,2,B.Tech/B.E.,computer science & engineering,77.3,184.0,0,Uttar Pradesh,2011,485,395,465,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,-1.5051,0.0623,0.1864
531,531,180000, Mumbai,m,1991-07-01,63.0,state board,2009.0,66.0,state board,6557,2,B.Tech/B.E.,other,65.0,6557.0,0,Uttar Pradesh,2013,485,410,415,-1.0,-1,533,-1,-1,473,-1,-1,1.4208,1.0449,0.01,-0.3612,0.6721
532,532,305000,New Delhi,m,1989-11-19,83.2,cbse,2007.0,61.4,cbse,8099,2,B.Tech/B.E.,mechanical engineering,58.0,8099.0,0,Karnataka,2012,515,445,565,0.206710618336758,-1,-1,-1,313,-1,-1,-1,-1.1901,0.6568,0.2366,-0.2902,-0.2875
533,533,180000,Noida,m,1992-04-02,81.0,cbse,2010.0,68.0,cbse,7376,2,B.Tech/B.E.,computer science & engineering,63.4,7376.0,0,Uttar Pradesh,2014,570,435,265,0.744758354008939,365,-1,438,-1,-1,-1,-1,,-1.1196,-0.4511,0.0192,-0.8608
534,534,180000,Pune,m,1991-03-11,80.15,state board,2009.0,79.83,state board,13259,2,B.Tech/B.E.,computer engineering,55.09,13259.0,1,Maharashtra,2013,465,640,430,0.960903087163164,595,-1,-1,-1,-1,-1,-1,0.1282,-0.1206,-0.2974,0.9066,-1.0524
535,535,660000,-1,m,1989-07-31,63.16,icse,2006.0,60.6,isc,4450,2,B.Tech/B.E.,industrial & production engineering,66.0,4450.0,0,Uttar Pradesh,2011,605,545,525,0.206710618336758,315,-1,-1,313,-1,-1,-1,-1.6538,-1.5273,-0.9245,0.4148,-1.3934
536,536,370000,Bangalore,f,1989-10-10,90.0,cbse,2007.0,83.2,cbse,1424,2,B.Tech/B.E.,electrical engineering,88.1,1424.0,0,West Bengal,2012,630,580,560,-1.0,465,-1,284,-1,-1,-1,-1,0.5591,0.5454,0.1637,-0.3612,1.0554
537,537,350000,Noida,m,1990-11-08,70.8,cbse,2008.0,64.0,cbse,48,1,B.Tech/B.E.,computer science & engineering,68.0,48.0,1,Delhi,2013,485,510,590,0.622642915849938,405,-1,407,-1,-1,-1,-1,,-0.1206,1.0859,0.1459,-0.8608
538,538,200000,Agra,m,1992-03-30,83.6,cbse,2008.0,66.0,cbse,7626,2,B.Tech/B.E.,electronics and electrical engineering,67.0,7626.0,0,Uttar Pradesh,2013,380,470,325,0.991386932781466,-1,-1,-1,-1,633,-1,-1,-0.5899,-0.7866,-0.6048,-1.1218,-0.4776
539,539,350000,Bangalore,f,1991-06-04,81.0,icse,2009.0,77.0,state board,315,2,B.Tech/B.E.,information science engineering,74.0,315.0,1,Karnataka,2013,695,555,415,0.622642915849938,515,-1,407,-1,-1,-1,-1,0.1282,0.8784,-0.2974,,-0.4776
540,540,235000,Mumbai,m,1992-03-10,77.5,state board,2008.0,67.0,state board,4501,2,B.Tech/B.E.,information technology,69.5,4501.0,0,Uttar Pradesh,2013,370,390,355,0.245455659999829,335,-1,-1,-1,-1,-1,-1,0.2718,-1.4526,0.7785,,-0.6692
541,541,100000,-1,m,1990-03-07,80.0,"board of secondary education,rajasthan(rbse)",2007.0,65.0,"board of secondary education,rajasthan(rbse)",2927,2,B.Tech/B.E.,information technology,68.0,2927.0,1,Rajasthan,2012,465,485,515,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.9737,0.2668,-1.1422,0.0623,-0.1295
542,542,195000,-1,m,1986-07-01,64.83,up board,,56.6,up board,2412,2,B.Tech/B.E.,electronics engineering,63.24,2412.0,0,Uttar Pradesh,2009,454,455,615,0.538386892985096,235,333,-1,-1,-1,-1,-1,0.2009,0.5008,0.8171,0.4148,0.3444
543,543,110000,Chennai ,f,1989-10-06,94.8,state board,2007.0,84.09,state board,1263,2,B.Tech/B.E.,computer engineering,72.8,1263.0,1,Tamil Nadu,2011,415,455,464,0.165633091512476,305,-1,-1,-1,-1,-1,-1,-1.6538,-1.0593,-1.3599,-0.0552,-1.7093
544,544,145000,Bangalore,m,1989-10-05,67.6,cgbse,2007.0,50.0,cgbse,6567,2,B.Tech/B.E.,information technology,65.0,6567.0,0,Chhattisgarh,2011,445,495,325,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.3555,-0.1232,-0.9245,-0.4078,0.8183
545,545,95000,Beawar,f,1992-10-03,90.0,state board,2010.0,88.4,state board,8310,2,B.Tech/B.E.,computer engineering,73.14,8310.0,1,Rajasthan,2014,485,410,575,0.450876584483451,395,-1,-1,-1,-1,-1,-1,1.4208,0.8784,1.0859,-0.6147,1.6302
546,546,120000,Noida,m,1991-06-22,76.0,cbse,2009.0,55.6,cbse,75,2,B.Tech/B.E.,computer science & engineering,60.64,75.0,0,Uttar Pradesh,2014,665,570,560,0.842248322257836,-1,-1,469,-1,-1,-1,-1,0.7027,0.7119,0.9322,-1.5021,-0.0943
547,547,280000,Hyderabad,f,1990-09-07,85.0,ssc,2008.0,89.0,state syllabus,8818,2,B.Tech/B.E.,computer engineering,74.0,8818.0,1,Telangana,2012,545,495,485,0.600057182338341,435,-1,-1,-1,-1,-1,-1,1.1283,0.6178,-0.1626,-0.17277,0.6603
548,548,340000,PUNE,f,1991-07-19,86.92,state board,2011.0,76.0,state board,11742,2,B.Tech/B.E.,computer science & engineering,72.0,11742.0,0,Maharashtra,2014,535,580,445,0.819416529835888,505,-1,-1,-1,-1,-1,-1,-1.1644,-0.4536,0.4711,,0.8637
549,549,490000,Hyderabad,f,1989-05-03,87.2,cbse,2006.0,75.0,cbse,55,2,B.Tech/B.E.,computer engineering,71.4,55.0,0,Uttar Pradesh,2011,605,635,565,0.901489571371033,545,-1,-1,-1,-1,-1,-1,-2.5811,-0.2793,-1.3599,1.0024,0.6603
550,550,180000,Gurgaon,f,1990-06-15,79.4,cbse,2007.0,83.2,cbse,429,2,B.Tech/B.E.,information technology,83.54,429.0,0,Uttar Pradesh,2011,525,565,605,0.864685413370085,525,-1,-1,-1,-1,-1,-1,-1.0355,0.5008,-0.1988,-0.0552,1.2923
551,551,145000,Indore,m,1992-03-24,63.0,cbse,2009.0,56.0,cbse,2685,2,B.Tech/B.E.,computer science & engineering,69.4,2685.0,0,Madhya Pradesh,2013,430,545,545,0.911395278391328,-1,-1,500,-1,-1,-1,-1,0.2718,-0.1206,1.2396,0.2727,0.8637
552,552,630000,Bangalore,m,1990-08-17,87.52,0,2008.0,86.5,0,1383,2,B.Tech/B.E.,computer engineering,79.2,1383.0,0,Karnataka,2012,635,535,585,0.942116551485008,575,-1,-1,-1,-1,-1,-1,-3.0448,-1.1373,-0.0537,-0.4078,-0.7615
553,553,350000,Chennai,m,1991-03-18,89.8,cbse,2008.0,60.0,cbse,11025,2,B.Tech/B.E.,electronics and communication engineering,74.0,11025.0,0,Uttar Pradesh,2013,640,540,485,-1.0,475,-1,-1,-1,-1,-1,-1,1.8517,1.5444,1.3933,-1.8824,1.0554
554,554,530000,Kolkata,m,1987-06-03,78.0,state board,,62.0,state board,15575,2,MCA,computer application,85.0,15575.0,0,Orissa,2010,365,555,615,0.930370607202691,565,-1,-1,-1,-1,-1,-1,,-1.2153,1.5428,1.5899,0.6603
555,555,150000,Chennai,f,1993-02-14,87.8,matriculation,2010.0,90.91,state board,3934,2,B.Tech/B.E.,civil engineering,71.66,3934.0,0,Tamil Nadu,2014,370,520,415,0.536782666535172,415,-1,-1,-1,-1,-1,356,,-0.4536,-1.3733,0.0192,-0.0943
556,556,325000,Hyderabad,m,1993-05-16,86.9,state board,2010.0,94.9,state board,9875,2,B.Tech/B.E.,chemical engineering,68.0,9875.0,1,Telangana,2014,450,535,605,-1.0,315,-1,315,-1,-1,-1,-1,1.4208,1.0449,1.2396,-1.5021,0.0973
557,557,220000,-1,m,1991-11-20,56.0,cbse,2009.0,63.0,cbse,9072,2,B.Tech/B.E.,electronics & telecommunications,65.0,9072.0,0,Orissa,2013,404,495,405,0.279258511565122,255,-1,-1,-1,-1,292,-1,0.2718,-0.9531,0.4711,,-1.0524
558,558,100000,-1,f,1993-08-01,84.2,state board,2010.0,86.3,state board,3931,2,B.Tech/B.E.,computer science & engineering,75.27,3931.0,0,Andhra Pradesh,2014,430,545,645,0.978799292641428,625,-1,561,-1,-1,-1,-1,-1.4517,-1.6191,-1.6807,-0.995,-2.5853
559,559,480000,Bangalore,m,1989-04-05,89.0,"sri kannika parameswari highier secondary school, udumalpet",,59.0,"sri kannika parameswari highier secondary school, udumalpet",424,2,B.Tech/B.E.,electronics and communication engineering,65.6,424.0,0,Tamil Nadu,2010,305,365,485,0.229481754911755,345,266,-1,-1,-1,-1,-1,0.8192,0.3448,-0.0537,-0.4078,0.8183
560,560,480000,Gonda,m,1989-11-22,62.0,0,2005.0,62.0,0,3579,2,B.Tech/B.E.,computer engineering,74.0,3579.0,0,Uttar Pradesh,2010,525,615,605,0.635978756456794,445,-1,-1,-1,-1,-1,-1,0.0464,-0.4353,0.0914,0.1798,-0.4455
561,561,215000,New Delhi,m,1993-04-25,74.0,state board,2009.0,65.0,state board,350,2,B.Tech/B.E.,electronics and electrical engineering,73.0,350.0,0,Uttar Pradesh,2014,450,475,575,0.557389505646088,-1,324,-1,-1,420,-1,-1,-0.8772,0.3789,0.1637,1.4136,1.247
562,562,400000,Gurgaon,m,1990-02-10,77.8,cbse,2007.0,75.9,cbse,72,2,B.Tech/B.E.,computer engineering,69.72,72.0,0,Uttar Pradesh,2011,655,485,605,0.793580614548506,495,-1,-1,-1,-1,-1,-1,0.3555,0.1888,0.8171,-0.0552,-0.4455
563,563,320000,-1,m,1993-08-13,86.0,state board,2010.0,92.0,state board,1947,2,B.Tech/B.E.,electronics and communication engineering,72.0,1947.0,0,Andhra Pradesh,2014,350,590,570,0.493596387301038,415,324,-1,-1,-1,-1,-1,0.8463,0.0459,-0.2974,-0.7415,-0.4776
564,564,400000,Bangalore,m,1991-03-12,75.4,cbse,2009.0,60.2,cbse,4374,2,B.Tech/B.E.,information technology,78.78,4374.0,0,Madhya Pradesh,2013,535,415,705,0.916869961103619,555,-1,-1,-1,-1,-1,-1,-0.159,0.7119,1.547,-1.5021,-0.8608
565,565,120000,New Delhi,m,1983-09-02,49.0,cbse,,75.0,"sbte, jharkhand",9738,2,B.Tech/B.E.,information technology,65.0,9738.0,0,Uttar Pradesh,2011,525,455,425,0.525922584252055,415,-1,-1,-1,-1,-1,-1,1.2828,0.8128,0.672,-1.7004,-0.2875
566,566,200000,Kolkata,m,1992-08-29,81.2,cbse,2010.0,69.6,cbse,5216,2,B.Tech/B.E.,electronics and communication engineering,74.0,5216.0,1,West Bengal,2014,595,580,440,0.0531603052826837,-1,196,-1,-1,-1,484,-1,1.2772,0.7119,0.6248,0.1459,-1.0524
567,567,445000,-1,m,1989-12-01,89.4,cbse,2006.0,68.0,cbse,1866,2,B.Tech/B.E.,electronics and communication engineering,68.3,1866.0,1,Karnataka,2011,635,525,525,0.694479327708463,385,366,-1,-1,-1,313,-1,,0.3448,0.9623,-0.2902,0.5024
568,568,240000,Bangalore,m,1989-08-15,87.0,cbse,2008.0,75.0,cbse,17199,2,B.Tech/B.E.,computer science & engineering,68.62,17199.0,0,Uttar Pradesh,2013,560,555,535,0.622642915849938,535,-1,407,-1,-1,-1,-1,-0.5899,-0.9531,0.01,,-1.0524
569,569,335000,Chennai,m,1991-08-16,89.9,ssc,2008.0,90.1,ipe,9769,2,B.Tech/B.E.,computer engineering,74.5,9769.0,1,Telangana,2012,525,455,515,0.488347976782714,405,-1,-1,-1,-1,-1,-1,0.9737,0.9688,-1.0334,-1.4653,-0.2875
570,570,300000,Pune,f,1991-10-18,76.0,cbse,2009.0,77.0,cbse,1622,2,B.Tech/B.E.,information technology,76.13,,0,Madhya Pradesh,2013,500,545,605,0.884122511593735,535,-1,-1,-1,-1,-1,-1,0.1282,0.3789,-0.2974,-0.1076,-1.0524
571,571,300000,Kolkata,m,1992-03-19,90.0,cbse,2009.0,86.4,cbse,222,2,B.Tech/B.E.,electrical engineering,65.7,222.0,0,Jharkhand,2014,605,325,515,0.837620725714257,334,-1,-1,-1,500,-1,-1,0.1282,-0.2871,1.3933,0.653,-0.6692
572,572,600000,Bangalore,m,1988-04-10,73.8,0,2006.0,55.8,0,1436,2,B.Tech/B.E.,electronics and electrical engineering,54.0,1436.0,0,Karnataka,2011,395,405,445,0.376059586651545,-1,300,-1,-1,-1,286,-1,-3.5085,-1.9953,-0.7794,0.2973,-1.3934
573,573,380000,Hyderabad,m,1992-12-14,89.33,secondary school education,2008.0,97.0,board of intermediate,8404,2,B.Tech/B.E.,electronics and communication engineering,79.0,,0,Andhra Pradesh,2012,515,555,655,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.8578,0.0328,-0.1988,-0.26087,-0.2875
574,574,480000,Noida,m,1990-02-05,88.3,uttaranchal state board,2006.0,83.4,uttaranchal state board,44,2,B.Tech/B.E.,information technology,76.58,44.0,0,Uttar Pradesh,2011,645,605,595,0.901489571371033,545,-1,-1,-1,-1,-1,-1,,0.8128,0.5269,-2.1704,0.1864
575,575,105000,-1,m,1994-12-11,61.6,state board,2010.0,79.0,state board,429,2,B.Tech/B.E.,computer science & engineering,78.1,429.0,0,Uttar Pradesh,2014,440,500,425,0.911395278391328,385,-1,500,-1,-1,-1,-1,-0.4463,0.8784,0.3174,0.7798,0.2889
576,576,300000,Bangalore,m,1990-01-03,69.0,cbse,2007.0,62.0,cbse,272,2,B.Tech/B.E.,computer engineering,68.0,,0,Punjab,2012,455,435,395,0.377551419424541,375,-1,-1,-1,-1,-1,-1,0.3555,0.6178,-0.1626,-0.2902,-0.6035
577,577,1500000,Bangalore,m,1993-08-17,90.2,cbse,,84.8,cbse,229,1,B.Tech/B.E.,computer engineering,66.23,229.0,1,Maharashtra,2015,545,670,680,0.842248322257836,725,-1,469,-1,-1,-1,-1,-0.4463,1.2114,1.0859,-0.8682,0.4805
578,578,240000,Mumbai,m,1992-02-12,67.6,cbse,2010.0,62.0,cbse,14004,2,B.Tech/B.E.,electronics & telecommunications,67.0,14004.0,0,Himachal Pradesh,2014,545,580,390,-1.0,-1,-1,-1,-1,-1,-1,-1,1.2772,1.2114,0.3174,,0.6721
579,579,395000,Siliguri,m,1986-08-12,,jharkhand secondary examination board (ranchi),2004.0,72.8,jharkhand acamedic council (ranchi),2253,2,B.Tech/B.E.,mechanical engineering,75.2,2253.0,0,Orissa,2010,475,565,645,0.971663490820888,325,-1,-1,553,-1,-1,-1,-0.2628,0.0328,1.1074,,0.3444
580,580,325000,Hyderabad,m,1992-09-01,96.0,icse,2010.0,79.5,state board,124,2,B.Tech/B.E.,computer science & engineering,90.0,124.0,0,Orissa,2014,765,670,720,0.842248322257836,575,-1,469,-1,-1,-1,-1,-0.4463,1.2114,0.9322,1.1601,-0.0943
581,581,325000,Chennai,m,1990-08-03,88.4,icse,2009.0,74.6,cbse,65,2,B.Tech/B.E.,computer science & engineering,78.52,65.0,0,Uttar Pradesh,2014,630,580,535,0.486747008438193,485,-1,376,-1,-1,-1,-1,-0.3027,-1.6191,-2.1418,-0.4879,-0.4776
582,582,315000,Bangalore,m,1992-07-09,86.8,cbse,2010.0,83.6,cbse,6290,1,B.Tech/B.E.,information technology,81.0,6290.0,0,Himachal Pradesh,2014,685,645,545,0.911395278391328,525,-1,500,-1,-1,-1,-1,-0.159,1.2114,0.6248,0.0192,0.0973
583,583,345000,Gurgaon,m,1992-01-30,74.8,cbse,,68.0,cbse,96,2,B.Tech/B.E.,information technology,69.0,96.0,0,Sikkim,2014,570,395,475,0.356536487724475,475,-1,346,-1,-1,-1,-1,-0.0154,0.8784,-0.7585,0.3995,-0.4776
584,584,200000,-1,m,1991-02-28,88.0,kerala state technical education,2008.0,89.66,kerala state hse board,867,2,B.Tech/B.E.,electronics and communication engineering,76.4,867.0,0,Kerala,2012,510,640,635,0.124502074009537,-1,233,-1,-1,-1,-1,-1,0.3941,1.2808,0.2366,-2.1998,-0.4455
585,585,170000,Raipur,m,1995-07-10,,state board,2010.0,77.2,state board,429,2,B.Tech/B.E.,electronics and electrical engineering,79.6,429.0,0,Uttar Pradesh,2014,520,465,720,0.758379883023504,-1,420,-1,-1,473,-1,-1,1.8517,1.2114,0.4711,,0.8637
586,586,420000,Noida,f,1986-10-13,81.5,icse,2004.0,74.05,icse,350,2,MCA,computer application,70.06,350.0,0,Uttar Pradesh,2010,455,465,535,0.765673581234011,485,-1,-1,-1,-1,-1,-1,0.2009,0.0328,0.0914,1.0024,-0.4455
587,587,150000,Bangalore,m,1991-04-05,,kseeb,2008.0,62.5,karnataka pu board,129,2,M.Tech./M.E.,information technology,73.1,,0,Tamil Nadu,2015,495,345,375,0.415524556422033,-1,400,-1,-1,-1,233,-1,0.626,0.8128,0.3817,-1.0541,0.3444
588,588,400000,bihar,f,1990-04-13,79.6,cbse,,64.4,cbse,7162,2,B.Tech/B.E.,electronics and communication engineering,71.34,7162.0,0,Uttar Pradesh,2012,464,415,395,0.376059586651545,-1,300,-1,-1,-1,313,-1,0.0464,0.3448,0.5269,1.2374,-0.7615
589,589,300000,New Delhi,f,1989-08-04,,dav public school sec 14,2007.0,74.0,dav public school sec 14,3245,2,B.Tech/B.E.,,66.0,3245.0,0,Haryana,2012,500,470,530,0.229481754911755,-1,266,-1,-1,-1,-1,-1,1.8517,1.5444,2.1617,-1.6289,1.247
590,590,470000,-1,m,1988-06-27,90.8,state board,2007.0,86.6,state board,4554,2,B.Tech/B.E.,electronics & instrumentation eng,75.67,,0,Tamil Nadu,2011,415,585,425,-1.0,345,-1,-1,-1,-1,-1,-1,0.9737,1.5928,1.5428,0.4148,0.8183
591,591,200000,Bangalore,m,1991-06-08,89.12,state board,,65.0,state board,6575,2,B.Tech/B.E.,electrical engineering,65.24,6575.0,1,Karnataka,2013,370,410,470,0.298769128563994,325,-1,315,-1,356,-1,-1,0.2718,1.2114,1.3933,1.4136,-0.2859
592,592,180000,Chennai,m,1988-09-08,78.0,0,,85.0,0,1186,2,B.Tech/B.E.,electronics and communication engineering,73.0,1186.0,0,Tamil Nadu,2010,435,335,345,-1.0,345,-1,-1,-1,-1,-1,-1,0.2009,0.5008,0.0914,0.5323,0.1864
593,593,310000,Chennai,m,1991-01-29,73.0,metric,2008.0,74.0,state,1227,2,B.Tech/B.E.,information technology,69.2,1227.0,1,Tamil Nadu,2012,415,635,455,0.793580614548506,495,-1,-1,-1,-1,-1,-1,-0.7264,-0.4353,-1.2148,0.1798,-0.643
594,594,240000,Mumbai,m,1991-07-26,62.0,state board,2008.0,60.2,state board,11548,2,B.Tech/B.E.,information technology,68.3,11548.0,0,Maharashtra,2013,500,580,380,0.486747008438193,485,-1,376,-1,-1,-1,-1,0.7027,-0.2871,1.0859,,0.2889
595,595,180000,-1,m,1990-11-26,69.0,state board,2009.0,81.4,state board,11637,2,B.Tech/B.E.,computer engineering,69.68,11637.0,0,Madhya Pradesh,2013,425,515,565,0.622642915849938,525,-1,407,-1,-1,-1,-1,-1.2287,0.3448,0.3817,0.53233,-0.6035
596,596,300000,-1,m,1986-01-21,79.38,"punjab school education board, mohali",2004.0,74.4,"punjab state board of technical education & industrial training, chandigarh",2093,2,M.Tech./M.E.,information technology,75.9,2093.0,0,Uttar Pradesh,2012,510,545,590,0.974396112538398,615,-1,-1,-1,-1,-1,-1,,0.3789,0.3174,-0.1076,0.4805
597,597,280000,Hyderabad,m,1991-08-23,89.0,secondary school certificate,2008.0,96.0,board of intermediate education,4415,2,B.Tech/B.E.,information technology,74.5,4415.0,1,Telangana,2012,355,345,405,0.600057182338341,435,-1,-1,-1,-1,-1,-1,0.2009,1.6708,0.5994,0.0623,0.5024
598,598,320000,Bangalore,m,1992-09-09,72.0,cbse,,80.75,cbse,15866,2,B.Tech/B.E.,information technology,68.26,15866.0,0,Haryana,2014,630,545,655,0.978799292641428,515,-1,561,-1,-1,-1,-1,-0.7335,0.8784,-0.4511,-0.7415,1.0554
599,599,115000,Noida,m,1993-02-05,87.0,state board,2010.0,70.0,cbse,184,2,B.Tech/B.E.,computer science & engineering,69.9,184.0,0,Uttar Pradesh,2014,420,495,400,0.23780283983757,505,-1,315,-1,-1,-1,-1,-1.0208,0.7119,-1.0659,0.5262,0.4805
600,600,220000,Gurgaon,m,1988-02-11,76.4,0,2005.0,78.2,0,182,2,B.Tech/B.E.,electronics and communication engineering,55.0,182.0,1,Karnataka,2010,575,525,585,0.376059586651545,305,300,-1,-1,-1,-1,-1,-0.7264,1.2808,0.2366,0.6498,-0.1295
601,601,120000,Greater Noida,m,1994-01-02,60.0,state board,2010.0,60.06,state board,12402,2,B.Tech/B.E.,computer science & engineering,63.63,12402.0,0,Uttar Pradesh,2014,325,300,295,0.486747008438193,385,-1,376,-1,-1,-1,-1,1.4208,-0.9531,1.0859,0.2727,-0.4776
602,602,120000,Visakhapatnam,m,1992-08-13,90.0,state board,2009.0,94.5,state board,3693,2,B.Tech/B.E.,electronics and communication engineering,72.69,3693.0,0,Telangana,2013,490,455,450,0.338786347219528,-1,292,-1,-1,-1,-1,-1,0.8463,-0.2871,0.4711,-0.1076,0.4805
603,603,345000,Hyderabad,m,1992-11-08,88.1,state board,2009.0,88.1,state board,8218,2,B.Tech/B.E.,electronics and electrical engineering,62.57,8218.0,0,Telangana,2013,560,510,520,0.423951396376433,385,-1,-1,-1,388,-1,-1,1.1336,1.3779,0.01,-2.2627,-0.0943
604,604,120000,Gurgaon,m,1993-06-08,68.0,state board,2009.0,61.3,state board,11630,2,B.Tech/B.E.,computer science & engineering,63.72,11630.0,0,Uttar Pradesh,2014,450,500,530,0.842248322257836,345,-1,469,-1,-1,-1,-1,-0.5899,0.0459,0.6248,-0.1076,-0.8608
605,605,310000,TRIVANDRUM,m,1990-09-06,92.2,cbse,2008.0,82.2,cbse,35,1,B.Tech/B.E.,information technology,76.33,35.0,1,Delhi,2012,645,475,595,0.704090412131314,465,-1,-1,-1,-1,-1,-1,-0.0696,0.3448,-0.9245,0.0917,0.6603
606,606,315000,Bangalore,m,1989-04-10,85.92,karnataka,2007.0,79.87,karnataka state,1866,2,B.Tech/B.E.,computer engineering,71.07,1866.0,1,Karnataka,2011,495,565,454,0.968237495890543,605,-1,-1,-1,-1,-1,-1,0.0464,-0.1232,-0.4891,0.2973,0.9763
607,607,320000,Noida,m,1988-10-30,82.0,0,2008.0,60.0,0,272,2,B.Tech/B.E.,information technology,80.0,272.0,0,Punjab,2012,585,525,475,0.735795709224656,475,-1,-1,-1,-1,-1,-1,-0.1082,0.3448,-0.9245,,-0.7615
608,608,105000,Pune,f,1989-10-14,73.0,ms board,2007.0,66.0,ms board,1950,2,B.Tech/B.E.,computer engineering,66.0,1950.0,0,Maharashtra,2011,465,415,425,0.670743151433127,455,-1,-1,-1,-1,-1,-1,0.3555,0.6568,0.0914,-0.1727,0.3444
609,609,220000,Noida,m,1992-07-01,85.0,cbse,2009.0,72.0,cbse,13881,2,B.Tech/B.E.,electronics and communication engineering,69.8,13881.0,0,Uttar Pradesh,2013,745,650,655,-1.0,445,-1,-1,-1,-1,-1,-1,1.7081,1.5444,0.9322,-2.2627,0.6721
610,610,325000,Noida,m,1991-09-27,92.6,cbse,2009.0,91.6,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,79.74,47.0,1,Delhi,2014,710,560,590,0.649389714846691,475,356,-1,-1,-1,-1,-1,1.4208,1.2114,-0.2974,-1.6289,0.6721
